P,Car,Driver,Lap,LapTime,Diff,Gap,Status,Speed,LSP,Team,Engine,Flag,S1,S1_OT,P2,P2_OT,L4,L4_OT,S2A,S2A_OT,S2,S2_OT,L5,L5_OT,L7,L7_OT,L3,L3_OT,S2B,S2B_OT,T2,T2_OT,S3A,S3A_OT,S3,S3_OT,S3B,S3B_OT,T3,T3_OT,S4A,S4A_OT,S4,S4_OT,PIC,PIC_OT,S4B,S4B_OT,L6,L6_OT,S5,S5_OT,P1,P1_OT,L2,L2_OT,ElapsedTime,GapOnTrack,LeaderLap,TOD,MinimumGap,MinGapOnStraight,Tire,OT_Remain,OT_Used,Track,Ambient,Humidity,Pressure,WindSpeed,WindDirection,WindChill,Brake,Throttle,
23,60,Jack Harvey,1,2313.862,2290.3200,11.0684,T,2.24041018868022,1,Meyer Shank Racing,Honda,G,,,0.201805501725784,False,,,,,,,18.6199,False,382.7093,False,36.6919,False,8.5572,False,123.438861458031,False,3.2097,False,5.8794,False,2.6697,False,172.630560928433,False,4.9021,False,9.5572,False,89.0580362166824,False,4.6551,False,10.591,False,2.6354,False,58.904476800885,False,2284.6649,False,2433.4287,0.2631,36,14:09:12.108,0.0097,0.0097,P,0,0,81,72,80,29.32,4,NE,0,0,0,
21,27,Alexander Rossi,2,44.8044,21.2593,1.4011,P,115.702922034443,2,Andretti Autosport,Honda,G,2.2926,False,,,36.328,False,4.2769,False,9.0561,False,,,,,,,4.7792,False,157.852847541563,False,2.9201,False,6.1317,False,3.2116,False,128.604158561363,False,7.6376,False,,,86.1517657511643,False,,,11.21,False,,,52.0831098965684,False,354.0109,False,2438.489,37.1965,36,14:09:17.168,0.1062,0.5049,P,0,0,81,72,80,29.32,4,NE,0,0,0,
3,15,Graham Rahal,11,548.8462,0.1621,0.0043,T,9.44526900250015,1,Rahal Letterman Lanigan Racing,Honda,G,,,0.894539555362345,False,,,,,,,17.9711,False,210.221,False,35.1233,False,8.5188,False,124.346917450366,False,3.1929,False,5.8641,False,2.6712,False,172.264041690793,False,4.6519,False,9.0262,False,,,4.3743,False,,,2.2619,False,,,,,2441.1353,7.7118,36,14:09:19.814,1.8637,7.349,P,0,0,81,72,80,29.32,4,NE,0,0,0,
2,29,James Hinchcliff,19,25.8253,0.1578,0.1578,T,200.733389350753,3,Andretti Steinbrenner Autosport,Honda,G,2.1763,False,,,,,4.0799,False,8.2352,False,,,,,,,4.1553,False,202.436037016875,False,2.1448,False,4.2345,False,2.0897,False,205.982136675206,False,4.5508,False,8.9376,False,,,4.3868,False,,,2.2417,False,,,,,2444.3577,3.2224,36,14:09:23.037,0.3008,0.3008,P,0,0,81,72,80,29.32,4,NE,0,0,0,
16,28,Ryan Hunter-Reay,3,25.5871,1.6291,0.6409,T,202.602092460654,3,Andretti Autosport,Honda,G,2.1243,False,,,,,3.8959,False,7.8283,False,,,,,,,3.9324,False,210.634381195129,False,2.0686,False,4.1644,False,2.0958,False,198.81490721971,False,4.5149,False,9.1292,False,,,4.6143,False,,,2.3409,False,,,,,2445.0106,0.6519,36,14:09:23.690,0.0478,0.3479,P,0,0,81,72,80,29.32,4,NE,0,0,0,
12,18,Ed Jones,12,43.7756,0.6287,0.0619,T,118.422134705178,1,Dale Coyne Racing with Vasser Sullivan,Honda,G,,,60.0414767233864,False,,,,,,,17.9773,False,417.0038,False,36.1218,False,8.4779,False,121.77151979043,False,3.283,False,6.008,False,2.725,False,168.472515856237,False,4.9893,False,9.7443,False,,,4.755,False,,,2.3922,False,,,,,2445.0141,0.0035,36,14:09:23.693,0.0019,0.0035,P,0,0,81,72,80,29.32,4,NE,0,0,0,
11,14,Sebastien Bourda,15,24.2188,0.5668,0.0154,T,214.048590351297,5,AJ Foyt Enterprises,Chevy,G,2.1424,False,,,,,3.8828,False,7.898,False,,,,,,,4.0152,False,207.086175692608,False,2.1024,False,4.1388,False,2.0364,False,216.942148760331,False,3.9423,False,7.918,False,,,3.9757,False,,,2.1216,False,,,,,2446.2292,1.2151,36,14:09:24.908,1.2151,1.2151,P,0,0,81,72,80,29.32,4,NE,0,0,0,
7,8,Marcus Ericsson,27,24.4707,0.3898,0.0510,T,211.845186284005,10,Chip Ganassi Racing,Honda,G,2.2029,False,,,,,4.0931,False,8.1488,False,,,,,,,4.0557,False,206.243934001941,False,2.1085,False,4.1395,False,2.031,False,217.991304772605,False,3.9264,False,7.8754,False,,,3.949,False,,,2.1041,False,,,,,2447.7005,1.4713,36,14:09:26.380,1.2176,1.2176,P,0,0,81,72,80,29.32,4,NE,0,0,0,
16,22,Simon Pagenaud,8,24.6276,1.0825,0.0943,T,210.495541587487,2,Team Penske,Chevy,G,2.2109,False,,,,,4.1081,False,8.204,False,,,,,,,4.0959,False,205.929856945085,False,2.1142,False,4.1554,False,2.0412,False,216.884158343661,False,3.9499,False,7.9342,False,,,3.9843,False,,,2.1231,False,,,,,2450.7788,3.0783,36,14:09:29.458,2.9212,2.9212,P,0,0,81,72,80,29.32,4,NE,0,0,0,
17,3,Scott McLaughlin,7,24.875,1.3299,0.2474,T,208.402010050251,3,Team Penske,Chevy,G,2.1893,False,,,,,4.1995,False,8.4595,False,,,,,,,4.26,False,200.981827189407,False,2.1516,False,4.2061,False,2.0545,False,216.075535649437,False,3.9552,False,7.9116,False,,,3.9564,False,,,2.1085,False,,,,,2451.3335,0.5547,36,14:09:30.013,0.2857,0.2857,P,0,0,81,72,80,29.32,4,NE,0,0,0,
13,21,Rinus VeeKay,8,24.2674,0.7223,0.0936,T,213.619918079399,7,Ed Carpenter Racing,Chevy,G,2.1334,False,,,,,4.0845,False,8.1061,False,,,,,,,4.0216,False,207.616078905741,False,2.0947,False,4.1144,False,2.0197,False,218.991534781008,False,3.901,False,7.8209,False,,,3.9199,False,,,2.0926,False,,,,,2452.7592,1.4257,36,14:09:31.438,1.4257,1.4257,P,0,0,81,72,80,29.32,4,NE,0,0,0,
14,4,Dalton Kellett,37,25.2788,0.8977,0.1754,T,205.073025618305,12,AJ Foyt Enterprises,Chevy,G,2.2179,False,,,,,4.2829,False,8.583,False,,,,,,,4.3001,False,196.694214876033,False,2.1944,False,4.2929,False,2.0985,False,211.072746192413,False,4.0252,False,8.0449,False,,,4.0197,False,,,2.1401,False,,,,,2458.3256,5.5664,37,14:09:37.005,1.2221,2.4684,P,0,0,81,72,80,29.32,4,NE,0,0,0,
6,10,Alex Palou,22,25.5296,0.3388,0.0643,T,203.05841062923,7,Chip Ganassi Racing,Honda,G,2.2641,False,,,,,4.444,False,8.6758,False,,,,,,,4.2318,False,201.280981484405,False,2.1424,False,4.2542,False,2.1118,False,204.528267296102,False,4.1625,False,8.2007,False,,,4.0382,False,,,2.1348,False,,,,,2458.6883,0.3621,37,14:09:37.367,0.1119,0.1119,P,0,0,81,72,80,29.32,4,NE,0,0,0,
19,60,Jack Harvey,2,25.7936,2.2485,0.6194,T,200.980088083866,2,Meyer Shank Racing,Honda,G,2.5273,False,,,,,4.5824,False,8.8538,False,,,,,,,4.2714,False,200.435680919871,False,2.1545,False,4.2125,False,2.058,False,215.616166984756,False,4.0402,False,8.0708,False,,,4.0306,False,,,2.1292,False,,,,,2459.2223,0.534,37,14:09:37.901,0.2631,0.2631,P,0,0,81,72,80,29.32,4,NE,0,0,0,
5,5,Pato O'Ward,14,35.1249,0.2745,0.0196,P,147.587608790345,9,Arrow McLaren SP,Chevy,G,2.1315,False,,,27.7242,False,4.1495,False,8.2953,False,,,,,,,4.1458,False,203.809001849695,False,2.1396,False,4.3877,False,2.2481,False,174.112368318377,False,5.5508,False,,,125.922701763524,False,,,7.3589,False,,,59.6534480153597,False,336.0015,False,2465.7033,27.2683,37,14:09:44.382,2.0847,2.0847,P,0,0,81,72,80,29.32,4,NE,0,0,0,
24,26,Colton Herta,1,2387.7209,2364.1800,2332.1570,T,2.17110802187978,1,Andretti Autosport w/ Curb-Agajanian,Honda,G,,,0.1954076700344,False,,,,,,,18.7063,False,297.0627,False,35.9941,False,8.5315,False,125.365209574109,False,3.1866,False,5.8791,False,2.6925,False,171.318335380835,False,4.71,False,9.1021,False,84.4702534035804,False,4.3921,False,11.4743,False,2.3066,False,59.6816731638015,False,2359.124,False,2466.7069,7.4846,37,14:09:45.386,0.3492,5.6414,P,0,0,81,72,80,29.32,4,NE,0,0,0,
3,15,Graham Rahal,12,25.6437,0.1621,0.0043,T,202.15491524234,2,Rahal Letterman Lanigan Racing,Honda,G,2.2354,False,,,,,4.1469,False,8.4057,False,,,,,,,4.2588,False,198.038476046775,False,2.1868,False,4.2985,False,2.1117,False,207.775579094401,False,4.2072,False,8.4663,False,,,4.2591,False,,,2.2378,False,,,,,2466.779,0.0721,37,14:09:45.458,0.0721,0.0721,P,0,0,81,72,80,29.32,4,NE,0,0,0,
2,29,James Hinchcliff,20,24.7346,0.1578,0.1578,T,209.584953870287,4,Andretti Steinbrenner Autosport,Honda,G,2.2125,False,,,,,4.1458,False,8.2975,False,,,,,,,4.1517,False,203.911444172816,False,2.1294,False,4.1842,False,2.0548,False,215.616166984756,False,3.9684,False,7.9313,False,,,3.9629,False,,,2.1091,False,,,,,2469.0923,2.3133,37,14:09:47.771,2.3133,2.3133,P,0,0,81,72,80,29.32,4,NE,0,0,0,
17,28,Ryan Hunter-Reay,4,24.728,1.1829,0.1004,T,209.640892914914,4,Andretti Autosport,Honda,G,2.2704,False,,,,,4.0173,False,8.0332,False,,,,,,,4.0159,False,206.506397649182,False,2.1133,False,4.2198,False,2.1065,False,206.822237156165,False,4.0823,False,8.0878,False,,,4.0055,False,,,2.1168,False,,,,,2469.7386,0.6463,37,14:09:48.418,0.4304,0.4304,P,0,0,81,72,80,29.32,4,NE,0,0,0,
11,14,Sebastien Bourda,16,24.8788,0.5668,0.0154,T,208.370178625979,6,AJ Foyt Enterprises,Chevy,G,2.1253,False,,,,,4.178,False,8.4061,False,,,,,,,4.2281,False,200.237817463879,False,2.1617,False,4.2343,False,2.0726,False,213.967203682394,False,3.9927,False,7.9892,False,,,3.9965,False,,,2.1239,False,,,,,2471.108,1.3694,37,14:09:49.787,0.0754,0.0754,P,0,0,81,72,80,29.32,4,NE,0,0,0,
12,18,Ed Jones,13,27.2112,0.6287,0.0619,T,190.509790086435,2,Dale Coyne Racing with Vasser Sullivan,Honda,G,2.461,False,,,,,4.6521,False,9.1257,False,,,,,,,4.4736,False,192.220714608774,False,2.2461,False,4.4624,False,2.2163,False,191.404490767548,False,4.5721,False,8.9325,False,,,4.3604,False,,,2.2296,False,,,,,2472.2253,1.1159,37,14:09:50.904,0.0035,0.0035,P,0,0,81,72,80,29.32,4,NE,0,0,0,
7,8,Marcus Ericsson,28,24.6336,0.3898,0.0510,T,210.444271239283,11,Chip Ganassi Racing,Honda,G,2.1121,False,,,,,3.9339,False,8.132,False,,,,,,,4.1981,False,200.188412623646,False,2.1533,False,4.206,False,2.0527,False,216.248303934871,False,4.0012,False,8.0232,False,,,4.022,False,,,2.1603,False,,,,,2472.3341,0.1087,37,14:09:51.013,0.1087,0.1087,P,0,0,81,72,80,29.32,4,NE,0,0,0,
6,22,Simon Pagenaud,9,23.8731,0.3280,0.0535,T,217.148170953919,3,Team Penske,Chevy,G,2.1294,False,,,,,3.8528,False,7.75,False,,,,,,,3.8972,False,212.121212121212,False,2.0462,False,4.0371,False,1.9909,False,221.805258710671,False,3.8846,False,7.8407,False,,,3.9561,False,,,2.1159,False,,,,,2474.6519,2.3178,37,14:09:53.331,2.3178,2.3178,P,0,0,81,72,80,29.32,4,NE,0,0,0,
15,3,Scott McLaughlin,8,24.4091,0.8640,0.1417,T,212.379809169531,4,Team Penske,Chevy,G,2.1034,False,,,,,3.9711,False,8.1269,False,,,,,,,4.1558,False,203.349282296651,False,2.1325,False,4.1745,False,2.042,False,216.942148760331,False,3.9286,False,7.8844,False,,,3.9558,False,,,2.1199,False,,,,,2475.7426,1.0909,37,14:09:54.422,0.5287,0.5287,P,0,0,81,72,80,29.32,4,NE,0,0,0,
10,21,Rinus VeeKay,9,24.0379,0.4928,0.0742,T,215.659437804467,8,Ed Carpenter Racing,Chevy,G,2.1016,False,,,,,3.9305,False,7.9242,False,,,,,,,3.9937,False,208.041958041958,False,2.0865,False,4.0984,False,2.0119,False,219.584204699225,False,3.8925,False,7.8208,False,,,3.9283,False,,,2.0929,False,,,,,2476.7971,1.0545,37,14:09:55.476,1.0545,1.0545,P,0,0,81,72,80,29.32,4,NE,0,0,0,
12,20,Ed Carpenter,15,378.391,0.5514,0.0449,P,13.7001144318972,13,Ed Carpenter Racing,Chevy,G,2.16,False,,,28.9516,False,3.8958,False,7.8701,False,,,,,,,3.9743,False,207.403792526492,False,2.113,False,4.5389,False,2.4259,False,161.144714272818,False,6.2635,False,,,112.97856240181,False,,,8.1191,False,,,1.26338722172506,False,357.1423,False,2478.3666,12.6637,37,14:09:57.046,12.6637,12.6637,P,0,0,81,72,80,29.32,4,NE,0,0,0,
16,4,Dalton Kellett,38,24.684,0.8977,0.0337,T,210.014584346135,13,AJ Foyt Enterprises,Chevy,G,2.1517,False,,,,,3.9991,False,8.1748,False,,,,,,,4.1757,False,200.534759358289,False,2.1613,False,4.2355,False,2.0742,False,213.460572576595,False,3.9919,False,7.9914,False,,,3.9995,False,,,2.1306,False,,,,,2483.0096,6.2125,38,14:10:01.689,5.5664,5.5664,P,0,0,81,72,80,29.32,3,NE,0,0,0,
7,10,Alex Palou,23,24.5597,0.3388,0.0108,T,211.077496874962,8,Chip Ganassi Racing,Honda,G,2.2235,False,,,,,4.147,False,8.2141,False,,,,,,,4.0671,False,206.558970561007,False,2.0968,False,4.1136,False,2.0168,False,218.108504398827,False,3.9724,False,7.9164,False,,,3.944,False,,,2.0921,False,,,,,2483.248,0.2384,37,14:10:01.927,0.2384,0.2384,P,0,0,81,72,80,29.32,3,NE,0,0,0,
15,60,Jack Harvey,3,24.396,0.8509,0.2222,T,212.493851451058,3,Meyer Shank Racing,Honda,G,2.1248,False,,,,,4.1573,False,8.2618,False,,,,,,,4.1045,False,205.877603746165,False,2.1057,False,4.1277,False,2.022,False,219.109812682591,False,3.8972,False,7.8029,False,,,3.9057,False,,,2.0788,False,,,,,2483.6183,0.3703,38,14:10:02.297,0.3703,0.3703,P,0,0,81,72,80,29.32,3,NE,0,0,0,
3,15,Graham Rahal,13,24.7014,0.1621,0.0043,T,209.86664723457,3,Rahal Letterman Lanigan Racing,Honda,G,2.2212,False,,,,,4.005,False,8.1012,False,,,,,,,4.0962,False,202.688892421593,False,2.1476,False,4.2194,False,2.0718,False,213.685445447363,False,3.9979,False,8.0189,False,,,4.021,False,,,2.1407,False,,,,,2491.4804,7.8611,38,14:10:10.160,0.0721,0.0721,P,0,0,81,72,80,29.32,3,NE,0,0,0,
20,26,Colton Herta,2,26.1698,2.6247,1.4418,T,198.090929239047,2,Andretti Autosport w/ Curb-Agajanian,Honda,G,2.4606,False,,,,,4.6892,False,9.0738,False,,,,,,,4.3846,False,195.509309967141,False,2.2081,False,4.309,False,2.1009,False,210.634381195129,False,4.0981,False,8.1764,False,,,4.0783,False,,,2.15,False,,,,,2492.8767,1.3963,38,14:10:11.556,0.1673,0.1673,P,0,0,81,72,80,29.32,3,NE,0,0,0,
2,29,James Hinchcliff,21,24.0042,0.1578,0.1578,T,215.962206613843,5,Andretti Steinbrenner Autosport,Honda,G,2.1213,False,,,,,3.954,False,7.9547,False,,,,,,,4.0007,False,209.276150725725,False,2.0728,False,4.0709,False,1.9981,False,221.080009908348,False,3.891,False,7.791,False,,,3.9,False,,,2.0663,False,,,,,2493.0965,0.2198,38,14:10:11.776,0.2198,0.2198,P,0,0,81,72,80,29.32,3,NE,0,0,0,
8,28,Ryan Hunter-Reay,5,23.8914,0.3463,0.0075,T,216.981842838846,5,Andretti Autosport,Honda,G,2.1171,False,,,,,3.8464,False,7.8318,False,,,,,,,3.9854,False,208.309020889252,False,2.0839,False,4.0843,False,2.0004,False,221.200555170021,False,3.874,False,7.7785,False,,,3.9045,False,,,2.0797,False,,,,,2493.63,0.5347,38,14:10:12.309,0.5156,0.5303,P,0,0,81,72,80,29.32,3,NE,0,0,0,
14,14,Sebastien Bourda,17,24.2841,0.5668,0.0154,T,213.473013206172,7,AJ Foyt Enterprises,Chevy,G,2.1272,False,,,,,3.9345,False,7.993,False,,,,,,,4.0585,False,205.877603746165,False,2.1106,False,4.1444,False,2.0338,False,217.40719087986,False,3.9317,False,7.8993,False,,,3.9676,False,,,2.1202,False,,,,,2495.3921,1.7621,38,14:10:14.071,1.3694,1.3694,P,0,0,81,72,80,29.32,3,NE,0,0,0,
15,18,Ed Jones,14,24.9792,0.6287,0.0619,T,207.532667179093,3,Dale Coyne Racing with Vasser Sullivan,Honda,G,2.2003,False,,,,,4.1468,False,8.3725,False,,,,,,,4.2257,False,201.480912928641,False,2.1472,False,4.2057,False,2.0585,False,215.272920234449,False,4.0248,False,8.0645,False,,,4.0397,False,,,2.1362,False,,,,,2497.2045,1.8124,38,14:10:15.884,1.1159,1.1159,P,0,0,81,72,80,29.32,3,NE,0,0,0,
9,8,Marcus Ericsson,29,25.0852,0.3898,0.0435,T,206.655717315389,12,Chip Ganassi Racing,Honda,G,2.2666,False,,,,,4.387,False,8.6677,False,,,,,,,4.2807,False,199.303275942922,False,2.1642,False,4.2206,False,2.0564,False,216.13309439628,False,3.9324,False,7.8471,False,,,3.9147,False,,,2.0832,False,,,,,2497.4193,0.2148,38,14:10:16.098,0.1087,0.1087,P,0,0,81,72,80,29.32,3,NE,0,0,0,
2,22,Simon Pagenaud,10,23.595,0.0499,0.0499,T,219.707565162111,4,Team Penske,Chevy,G,2.1201,False,,,,,3.7994,False,7.6559,False,,,,,,,3.8565,False,214.589694885913,False,2.0302,False,4.0007,False,1.9705,False,223.948008932828,False,3.8359,False,7.7354,False,,,3.8995,False,,,2.0829,False,,,,,2498.2469,0.8276,38,14:10:16.926,0.8276,0.8276,P,0,0,81,72,80,29.32,3,NE,0,0,0,
15,3,Scott McLaughlin,9,24.1647,0.6196,0.0528,T,214.52780295224,5,Team Penske,Chevy,G,2.1261,False,,,,,3.9279,False,7.9761,False,,,,,,,4.0482,False,207.033334106567,False,2.0957,False,4.115,False,2.0193,False,218.991534781008,False,3.902,False,7.8437,False,,,3.9417,False,,,2.1038,False,,,,,2499.9073,1.6604,38,14:10:18.586,1.0907,1.0907,P,0,0,81,72,80,29.32,3,NE,0,0,0,
11,21,Rinus VeeKay,10,24.0022,0.4571,0.0385,T,215.980201814834,9,Ed Carpenter Racing,Chevy,G,2.1003,False,,,,,3.9155,False,7.919,False,,,,,,,4.0035,False,208.68406285073,False,2.0827,False,4.0882,False,2.0055,False,220.539178136351,False,3.8832,False,7.8037,False,,,3.9205,False,,,2.091,False,,,,,2500.7993,0.892,38,14:10:19.478,0.892,0.892,P,0,0,81,72,80,29.32,3,NE,0,0,0,
18,4,Dalton Kellett,39,24.6438,0.8977,0.0468,T,210.357168943101,14,AJ Foyt Enterprises,Chevy,G,2.1475,False,,,,,3.9606,False,8.133,False,,,,,,,4.1724,False,200.485207898106,False,2.1622,False,4.2388,False,2.0766,False,213.292228276455,False,3.9915,False,7.9907,False,,,3.9992,False,,,2.1338,False,,,,,2507.6534,6.854,39,14:10:26.333,6.2125,6.2125,P,0,0,81,72,80,29.32,3,NE,0,0,0,
7,10,Alex Palou,24,24.5062,0.3388,0.0643,T,211.538304592307,9,Chip Ganassi Racing,Honda,G,2.1533,False,,,,,4.1339,False,8.2475,False,,,,,,,4.1136,False,204.579837711456,False,2.1205,False,4.1516,False,2.0311,False,218.637466010142,False,3.9481,False,7.8747,False,,,3.9266,False,,,2.0791,False,,,,,2507.7542,0.1008,38,14:10:26.433,0.1008,0.1008,P,0,0,81,72,80,29.32,3,NE,0,0,0,
17,60,Jack Harvey,4,24.6197,0.8509,0.2222,T,210.563085659045,4,Meyer Shank Racing,Honda,G,2.0798,False,,,,,4.1454,False,8.2423,False,,,,,,,4.0969,False,207.086175692608,False,2.0937,False,4.1147,False,2.021,False,214.873844375963,False,4.0624,False,8.0701,False,,,4.0077,False,,,2.1128,False,,,,,2508.238,0.4838,39,14:10:26.917,0.2482,0.2482,P,0,0,81,72,80,29.32,3,NE,0,0,0,
4,15,Graham Rahal,14,24.1111,0.1621,0.0043,T,215.004707375441,4,Rahal Letterman Lanigan Racing,Honda,G,2.1444,False,,,,,3.8677,False,7.8343,False,,,,,,,3.9666,False,208.845208845209,False,2.0865,False,4.1101,False,2.0236,False,218.225830113942,False,3.9247,False,7.8992,False,,,3.9745,False,,,2.1231,False,,,,,2515.5915,7.3535,39,14:10:34.271,1.8355,7.3535,P,0,0,81,72,80,29.32,3,NE,0,0,0,
19,26,Colton Herta,3,24.46,0.9149,0.0172,T,211.937857726901,3,Andretti Autosport w/ Curb-Agajanian,Honda,G,2.1484,False,,,,,4.0673,False,8.1527,False,,,,,,,4.0854,False,205.616735013593,False,2.1116,False,4.1491,False,2.0375,False,217.582096101806,False,3.9344,False,7.8952,False,,,3.9608,False,,,2.1146,False,,,,,2517.3367,1.7452,39,14:10:36.016,1.3963,1.3963,P,0,0,81,72,80,29.32,3,NE,0,0,0,
3,29,James Hinchcliff,22,24.6355,0.1578,0.1079,T,210.42804083538,6,Andretti Steinbrenner Autosport,Honda,G,2.125,False,,,,,4.189,False,8.4026,False,,,,,,,4.2136,False,201.530957864788,False,2.1429,False,4.1896,False,2.0467,False,216.826198921335,False,3.9316,False,7.8433,False,,,3.9117,False,,,2.075,False,,,,,2517.732,0.3953,39,14:10:36.411,0.1964,0.1964,P,0,0,81,72,80,29.32,3,NE,0,0,0,
8,28,Ryan Hunter-Reay,6,24.5682,0.3463,0.0075,T,211.004469191882,6,Andretti Autosport,Honda,G,2.0926,False,,,,,4.1432,False,8.2751,False,,,,,,,4.1319,False,204.683056600312,False,2.1127,False,4.157,False,2.0443,False,211.95497292676,False,3.9913,False,7.9499,False,,,3.9586,False,,,2.0936,False,,,,,2518.1982,0.4643,39,14:10:36.877,0.3324,0.3324,P,0,0,81,72,80,29.32,3,NE,0,0,0,
14,14,Sebastien Bourda,18,24.2713,0.5668,0.0154,T,213.585592860704,8,AJ Foyt Enterprises,Chevy,G,2.131,False,,,,,3.8957,False,7.9809,False,,,,,,,4.0852,False,205.721003134796,False,2.1114,False,4.1444,False,2.033,False,217.698856013855,False,3.9296,False,7.8948,False,,,3.9652,False,,,2.1202,False,,,,,2519.6634,1.4645,39,14:10:38.342,0.2495,0.2495,P,0,0,81,72,80,29.32,3,NE,0,0,0,
13,20,Ed Carpenter,16,42.8698,0.5514,0.0449,T,120.924287027231,1,Ed Carpenter Racing,Chevy,G,,,59.6587589797939,False,,,,,,,18.1058,False,260.2904,False,35.1669,False,8.5183,False,124.251705415565,False,3.1906,False,5.8718,False,2.6812,False,172.447106559753,False,4.6463,False,8.9657,False,,,4.3194,False,,,2.2236,False,,,,,2521.2364,1.573,39,14:10:39.916,0.1776,0.3009,P,0,0,81,72,80,29.32,3,NE,0,0,0,
16,18,Ed Jones,15,24.591,0.6287,0.0091,T,210.808832499695,4,Dale Coyne Racing with Vasser Sullivan,Honda,G,2.1336,False,,,,,3.9938,False,8.1573,False,,,,,,,4.1635,False,203.809001849695,False,2.1252,False,4.1712,False,2.046,False,216.479091879305,False,4.0128,False,8.0187,False,,,4.0059,False,,,2.1102,False,,,,,2521.7955,0.5591,39,14:10:40.475,0.5591,0.5591,P,0,0,81,72,80,29.32,3,NE,0,0,0,
9,8,Marcus Ericsson,30,24.6887,0.3898,0.0435,T,209.974603766095,13,Chip Ganassi Racing,Honda,G,2.1362,False,,,,,4.2334,False,8.4325,False,,,,,,,4.1991,False,201.73138646535,False,2.1461,False,4.1958,False,2.0497,False,216.421348723296,False,3.9294,False,7.8424,False,,,3.913,False,,,2.0818,False,,,,,2522.108,0.3125,39,14:10:40.787,0.2148,0.2148,P,0,0,81,72,80,29.32,3,NE,0,0,0,
2,22,Simon Pagenaud,11,24.153,0.0499,0.0499,T,214.631722767358,5,Team Penske,Chevy,G,2.0801,False,,,,,3.9254,False,7.9248,False,,,,,,,3.9994,False,209.060457707714,False,2.076,False,4.1512,False,2.0752,False,209.871607957485,False,3.9978,False,7.926,False,,,3.9282,False,,,2.0709,False,,,,,2522.3999,0.2919,39,14:10:41.079,0.1937,0.1937,P,0,0,81,72,80,29.32,3,NE,0,0,0,
15,3,Scott McLaughlin,10,24.1196,0.5745,0.0077,T,214.928937461649,6,Team Penske,Chevy,G,2.1088,False,,,,,3.8971,False,7.9533,False,,,,,,,4.0562,False,207.139044259289,False,2.0942,False,4.1123,False,2.0181,False,219.287469287469,False,3.9024,False,7.8401,False,,,3.9377,False,,,2.1051,False,,,,,2524.0269,1.627,39,14:10:42.706,1.5833,1.627,P,0,0,81,72,80,29.32,3,NE,0,0,0,
11,21,Rinus VeeKay,11,23.9777,0.4326,0.0140,T,216.200886657186,10,Ed Carpenter Racing,Chevy,G,2.0978,False,,,,,3.921,False,7.9363,False,,,,,,,4.0153,False,207.562966580618,False,2.0853,False,4.0927,False,2.0074,False,220.419352448692,False,3.8782,False,7.7718,False,,,3.8936,False,,,2.0791,False,,,,,2524.777,0.7501,39,14:10:43.456,0.7501,0.7501,P,0,0,81,72,80,29.32,3,NE,0,0,0,
18,4,Dalton Kellett,40,24.7205,0.8977,0.0468,T,209.704496268279,15,AJ Foyt Enterprises,Chevy,G,2.1444,False,,,,,3.9971,False,8.1823,False,,,,,,,4.1852,False,200.534759358289,False,2.1624,False,4.2419,False,2.0795,False,212.732993278352,False,4.0051,False,8.0158,False,,,4.0107,False,,,2.1361,False,,,,,2532.3739,7.5969,40,14:10:51.053,6.854,6.854,P,0,0,81,72,80,29.32,3,NE,0,0,0,
7,10,Alex Palou,25,24.6685,0.3388,0.0643,T,210.146543162333,10,Chip Ganassi Racing,Honda,G,2.1632,False,,,,,4.2899,False,8.4177,False,,,,,,,4.1278,False,203.809001849695,False,2.1241,False,4.1531,False,2.029,False,218.991534781008,False,3.9406,False,7.8575,False,,,3.9169,False,,,2.077,False,,,,,2532.4227,0.0488,39,14:10:51.102,0.0488,0.0488,P,0,0,81,72,80,29.32,3,NE,0,0,0,
17,60,Jack Harvey,5,24.4069,0.8509,0.2222,T,212.398952755163,5,Meyer Shank Racing,Honda,G,2.1132,False,,,,,4.1279,False,8.2155,False,,,,,,,4.0876,False,206.506397649182,False,2.0958,False,4.1051,False,2.0093,False,218.932443703086,False,3.9823,False,7.9034,False,,,3.9211,False,,,2.0697,False,,,,,2532.6449,0.2222,40,14:10:51.324,0.1835,0.1835,P,0,0,81,72,80,29.32,3,NE,0,0,0,
4,15,Graham Rahal,15,23.9661,0.1621,0.0043,T,216.305531563333,5,Rahal Letterman Lanigan Racing,Honda,G,2.1299,False,,,,,3.8483,False,7.773,False,,,,,,,3.9247,False,210.634381195129,False,2.0694,False,4.0792,False,2.0098,False,219.52479338843,False,3.905,False,7.8661,False,,,3.9611,False,,,2.1179,False,,,,,2539.5576,6.912,40,14:10:58.237,6.8245,6.9013,P,0,0,81,72,80,29.32,3,NE,0,0,0,
17,26,Colton Herta,4,24.2063,0.6612,0.0325,T,214.159123864449,4,Andretti Autosport w/ Curb-Agajanian,Honda,G,2.1244,False,,,,,3.9551,False,7.9847,False,,,,,,,4.0296,False,208.041958041958,False,2.0926,False,4.1157,False,2.0231,False,218.637466010142,False,3.9135,False,7.8654,False,,,3.9519,False,,,2.1161,False,,,,,2541.543,1.9854,40,14:11:00.222,1.7397,1.7397,P,0,0,81,72,80,29.32,3,NE,0,0,0,
